review_id,text,label,category,product_type,version,source,language,text_original,category_original,product_type_original,label_original
fc7c13b5-bd75-406d-9e5c-a16a681e5eae,ดัมเบลนี้คือสิ่งที่ฉันต้องการพอดี พอใจมากกับความทนทาน ความคุ้มค่าดีเกินคาด จะซื้อซ้ำอีก การจัดส่งรวดเร็ว,บวก,การออกกำลังกาย,ดัมเบล,clean,synthetic_amazon_like_subset,th,This dumbbells is exactly what I needed. Really happy with the durability. Value exceeded my expectations. Would buy again. Shipping was fast.,Fitness,dumbbells,Positive
4feef731-84fe-4776-91d2-b7a8c7425ae8,ผิดหวังมากกับคีย์บอร์ดนี้ ไม่พอใจกับความสบาย อายุการใช้งานแบตเตอรี่น่าผิดหวังมาก จะส่งคืนสินค้า,ลบ,อิเล็กทรอนิกส์,คีย์บอร์ด,noisy,synthetic_amazon_like_subset,th,Very disappointed with this keyboard. Not happy with the comfort. Battery life was a huge letdown. Returning it.,Electronics,keyboard,Negative
8e2725c2-ebf0-49ad-ae15-4e7c5b5dba35,เครื่องชงกาแฟนี้ไม่ได้ทำงานตามที่คาดหวัง การออกแบบไม่คุ้มค่า ไม่พอใจกับการทำความสะอาด จะส่งคืนสินค้า การจัดส่งใช้เวลานานกว่าที่คาด,ลบ,บ้าน,เครื่องชงกาแฟ,clean,synthetic_amazon_like_subset,th,This coffee maker did not work as expected. The design is not worth it. Not happy with the cleaning. Returning it. Delivery took longer than expected.,Home,coffee maker,Negative
c008dd0c-4a53-4e34-b4df-828b374324c3,ฉันซื้อกระทะเทฟลอนนี้มาและมันใช้งานได้ดีมาก ชอบความคุ้มค่ามากจนถึงตอนนี้ การทำความสะอาดยอดเยี่ยมมาก คุ้มค่าโดยรวม,บวก,ครัว,กระทะเทฟลอน,clean,synthetic_amazon_like_subset,th,I bought this nonstick pan and it works great. Love the value so far. The cleaning is amazing. Good value overall.,Kitchen,nonstick pan,Positive
27cb5cfd-65db-49b9-9a68-d5e20c622c1c,ผิดหวังมากกับหูฟังไร้สายนี้ ความสบายน่าผิดหวังมาก ปัญหาเรื่องคุณภาพการประกอบรับไม่ได้ ไม่คุ้มเงิน,ลบ,อิเล็กทรอนิกส์,หูฟังไร้สาย,clean,synthetic_amazon_like_subset,th,Very disappointed with this wireless earbuds. Comfort was a huge letdown. The build quality issues are unacceptable. Not worth the money.,Electronics,wireless earbuds,Negative
f569b2ee-d9a1-4f61-aca4-6a8f6b56a68d,โต๊ะทำงานปรับระดับนี้คุ้มราคามาก ประโยชน์ใช้สอยดีเกินคาด ชอบคุณภาพมากจนถึงตอนนี้ จะซื้อซ้ำอีก 😊,บวก,สำนักงาน,โต๊ะทำงานปรับระดับ,noisy,synthetic_amazon_like_subset,th,Great standing desk converter for the price. Usefulness exceeded my expectations. Love the quality so far. Would buy again. 😊,Office,standing desk converter,Positive
d5b5f2e2-13cd-45f2-8ef9-9798f52c6cfc,เสียใจที่ซื้อเซรั่มนี้ ความคุ้มค่าน่าผิดหวังมาก ปัญหาเรื่องกลิ่นรับไม่ได้ ไม่แนะนำ,ลบ,ความงาม,เซรั่ม,clean,synthetic_amazon_like_subset,th,I regret buying this serum. Value was a huge letdown. The scent issues are unacceptable. Would not recommend.,Beauty,serum,Negative
2679ada5-f880-4044-a6b9-7bdbe5fe0cb8,ยางยืดออกกำลังกายนี้คือสิ่งที่ฉันต้องการพอดี พอใจมากกับการจับถือ พอใจมากกับความสบาย คุ้มค่าโดยรวม,บวก,การออกกำลังกาย,ยางยืดออกกำลังกาย,clean,synthetic_amazon_like_subset,th,This resistance bands is exactly what I needed. Really happy with the grip. Really happy with the comfort. Good value overall.,Fitness,resistance bands,Positive
7b909f95-80a6-4bb3-87db-8ca6bccc81be,กล่องเตรียมอาหารนี้ไม่ได้ทำงานตามที่คาดหวัง ปัญหาเรื่องการป้องกันการรั่วซึมรับไม่ได้ ไม่พอใจกับความคม ไม่แนะนำ,ลบ,ครัว,กล่องเตรียมอาหาร,clean,synthetic_amazon_like_subset,th,This meal prep containers did not work as expected. The leak resistance issues are unacceptable. Not happy with the sharpness. Would not recommend.,Kitchen,meal prep containers,Negative
59f05f22-3b88-4d91-9576-f329e6f43112,ฉันซื้อเครื่องทำความชื้นนี้มาและมันใช้งานได้ดีมาก ชอบการทำความสะอาดมากจนถึงตอนนี้ พอใจมากกับการออกแบบ จะซื้อซ้ำอีก การจัดส่งใช้เวลานานกว่าที่คาด,บวก,บ้าน,เครื่องทำความชื้น,clean,synthetic_amazon_like_subset,th,I bought this humidifier and it works great. Love the cleaning so far. Really happy with the design. Would buy again. Delivery took longer than expected.,Home,humidifier,Positive
2244405f-c126-4d67-96a6-d26612392c1f,เสียใจที่ซื้อแท่นวางจอนี้ ปัญหาเรื่องประโยชน์ใช้สอยรับไม่ได้ คุณภาพแย่มาก จะส่งคืนสินค้า honestly,ลบ,สำนักงาน,แท่นวางจอ,noisy,synthetic_amazon_like_subset,th,I regret buying this monitor stand. The usefulness issues are unacceptable. The quality is terrible. Returning it. honestly,Office,monitor stand,Negative
6c901e20-3332-4c6c-9e59-0dd3fde86c6a,แท่นวางจอนี้ไม่ได้ทำงานตามที่คาดหวัง ความคุ้มค่าน่าผิดหวังมาก ไม่พอใจกับความแข็งแรง จะส่งคืนสินค้า meh,ลบ,สำนักงาน,แท่นวางจอ,noisy,synthetic_amazon_like_subset,th,This monitor stand did not work as expected. Value was a huge letdown. Not happy with the sturdiness. Returning it. meh,Office,monitor stand,Negative
dbc97b13-d944-4521-b122-7cd985941cad,ฉันซื้อคีย์บอร์ดนี้มาและมันใช้งานได้ดีมาก ชอบอายุการใช้งานแบตเตอรี่มากจนถึงตอนนี้ การเชื่อมต่อคุ้มค่า คุ้มค่าโดยรวม,บวก,อิเล็กทรอนิกส์,คีย์บอร์ด,clean,synthetic_amazon_like_subset,th,I bought this keyboard and it works great. Love the battery life so far. The connection is worth it. Good value overall.,Electronics,keyboard,Positive
9809aed0-933c-40d9-9ec8-8f5a4db21098,ผิดหวังมากกับเขียงนี้ ไม่พอใจกับการกระจายความร้อน ปัญหาเรื่องการทำความสะอาดรับไม่ได้ ไม่แนะนำ,ลบ,ครัว,เขียง,clean,synthetic_amazon_like_subset,th,Very disappointed with this cutting board. Not happy with the heat distribution. The cleaning issues are unacceptable. Would not recommend.,Kitchen,cutting board,Negative
cd0cdb09-5c48-49ad-ac5c-d2d22db298a4,เสียใจที่ซื้อกระทะเทฟลอนนี้ การทำความสะอาดน่าผิดหวังมาก ไม่พอใจกับการกระจายความร้อน ไม่แนะนำ,ลบ,ครัว,กระทะเทฟลอน,clean,synthetic_amazon_like_subset,th,I regret buying this nonstick pan. Cleaning was a huge letdown. Not happy with the heat distribution. Would not recommend.,Kitchen,nonstick pan,Negative
2d87f996-6ba7-4fd4-a1db-597b9817a770,สายรัดข้อมือเพื่อสุขภาพนี้คุ้มราคามาก ความแม่นยำดีเกินคาด ความสบายยอดเยี่ยม ขอแนะนำอย่างยิ่ง บอกตรงๆ,บวก,การออกกำลังกาย,สายรัดข้อมือเพื่อสุขภาพ,noisy,synthetic_amazon_like_subset,th,Great fitness tracker for the price. Accuracy exceeded my expectations. The comfort is excellent. Highly recommend. ngl,Fitness,fitness tracker,Positive
07c20541-37f7-42a4-a60d-bc77df6f2303,I bought this storage bins and it works great Really happy with the design Noise level exceeded my expectations Highly recommend,บวก,บ้าน,กล่องเก็บของ,noisy,synthetic_amazon_like_subset,th,I bought this storage bins and it works great Really happy with the design Noise level exceeded my expectations Highly recommend,Home,storage bins,Positive
24bdc453-8d87-456a-8476-219f8f456f1b,คีย์บอร์ดนี้คุ้มราคามาก คุณภาพการประกอบดีเกินคาด พอใจมากกับความเร็วในการชาร์จ ขอแนะนำอย่างยิ่ง บรรจุภัณฑ์เรียบร้อยดี,บวก,อิเล็กทรอนิกส์,คีย์บอร์ด,noisy,synthetic_amazon_like_subset,th,Great keyboard for the price. Build qualty exceeded my expectations. Really happy with the charging speed. Highly recommend. Packaging was fine.,Electronics,keyboard,Positive
bac2c0e1-b688-43cf-aed3-218d133da3a0,เซรั่มนี้ไม่ได้ทำงานตามที่คาดหวัง ปัญหาเรื่องบรรจุภัณฑ์รับไม่ได้ ผลลัพธ์น่าผิดหวังมาก ไม่คุ้มเงิน,ลบ,ความงาม,เซรั่ม,clean,synthetic_amazon_like_subset,th,This serum did not work as expected. The packaging issues are unacceptable. Results was a huge letdown. Not worth the money.,Beauty,serum,Negative
47e2256e-d137-4516-9161-3bf1f191ae03,นาฬิกาอัจฉริยะนี้คุ้มราคามาก พอใจมากกับอายุการใช้งานแบตเตอรี่ ชอบคุณภาพการประกอบมากจนถึงตอนนี้ คุ้มค่าโดยรวม สินค้ามาถึงเร็วกว่าที่คาด บอกตรงๆ,บวก,อิเล็กทรอนิกส์,นาฬิกาอัจฉริยะ,noisy,synthetic_amazon_like_subset,th,Great smart watch for the price. Really happy with the battery life. Love the build quality so far. Good value overall. Arrived earlier than expected. ngl,Electronics,smart watch,Positive
07af871a-d44d-4cea-8edc-88f5e8e220a7,โต๊ะทำงานปรับระดับนี้คือสิ่งที่ฉันต้องการพอดี พอใจมากกับคุณภาพ ความคุ้มค่าดีเกินคาด จะซื้อซ้ำอีก การจัดส่งรวดเร็ว,บวก,สำนักงาน,โต๊ะทำงานปรับระดับ,clean,synthetic_amazon_like_subset,th,This standing desk converter is exactly what I needed. Really happy with the quality. Value exceeded my expectations. Would buy again. Shipping was fast.,Office,standing desk converter,Positive
d8d1714a-8243-4ee6-8d91-f3c7caebb075,เสียใจที่ซื้อเขียงนี้ ความทนทานน่าผิดหวังมาก ปัญหาเรื่องความคมรับไม่ได้ จะส่งคืนสินค้า,ลบ,ครัว,เขียง,clean,synthetic_amazon_like_subset,th,I regret buying this cutting board. Durability was a huge letdown. The sharpness issues are unacceptable. Returning it.,Kitchen,cutting board,Negative
3862c3f4-5540-4b84-9a94-ab4c87d59c49,เสียใจที่ซื้อโต๊ะทำงานปรับระดับนี้ ปัญหาเรื่องประโยชน์ใช้สอยรับไม่ได้ คุณภาพแย่ ไม่คุ้มเงิน 😤,ลบ,สำนักงาน,โต๊ะทำงานปรับระดับ,noisy,synthetic_amazon_like_subset,th,I regret buying this standing desk converter. The usefulness issues are unacceptable. The quality is poor. Not worth the money. 😤,Office,standing desk converter,Negative
fc9b4746-e068-42ea-9826-36ce29de0116,สมุดโน้ตนี้คุ้มราคามาก การออกแบบดีเกินคาด ความคุ้มค่าดีเกินคาด คุ้มค่าโดยรวม 👍,บวก,สำนักงาน,สมุดโน้ต,noisy,synthetic_amazon_like_subset,th,Great notebook for the price. Design exceeded my expectations. Value exceeded my expectations. Good value overall. 👍,Office,notebook,Positive
2511592c-018b-42c7-ad1e-8144568466a0,ฉันซื้อเครื่องทำความชื้นนี้มาและมันใช้งานได้ดีมาก ความง่ายในการใช้งานดีเกินคาด ชอบการออกแบบมากจนถึงตอนนี้ จะซื้อซ้ำอีก,บวก,บ้าน,เครื่องทำความชื้น,clean,synthetic_amazon_like_subset,th,I bought this humidifier and it works great. Ease of use exceeded my expectations. Love the design so far. Would buy again.,Home,humidifier,Positive
8a82ccf1-dca3-4e92-808a-97c935453f3f,ฉันซื้อยางยืดออกกำลังกายนี้มาและมันใช้งานได้ดีมาก ชอบการจับถือมากจนถึงตอนนี้ ความแม่นยำดีเกินคาด คุ้มค่าโดยรวม,บวก,การออกกำลังกาย,ยางยืดออกกำลังกาย,clean,synthetic_amazon_like_subset,th,I bought this resistance bands and it works great. Love the grip so far. Accuracy exceeded my expectations. Good value overall.,Fitness,resistance bands,Positive
99092243-c087-4dda-ba6d-f8a3b64e2d25,ฉันซื้อลำโพงบลูทูธนี้มาและมันใช้งานได้ดีมาก คุณภาพการประกอบดีเกินคาด การเชื่อมต่อดีเกินคาด คุ้มค่าโดยรวม,บวก,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,noisy,synthetic_amazon_like_subset,th,I bought this bluetooth speaker and it works great. Build quality exceeded my expectations. Connection exceeded my expectations. Good value overall.,Electronics,bluetooth speaker,Positive
bf083e53-69bc-4226-a107-7b1e766098d0,กล่องเตรียมอาหารนี้คุ้มราคามาก ชอบความทนทานมากจนถึงตอนนี้ การกระจายความร้อนสมบูรณ์แบบ ขอแนะนำอย่างยิ่ง ✨,บวก,ครัว,กล่องเตรียมอาหาร,noisy,synthetic_amazon_like_subset,th,Great meal prep containers for the price. Love the durability so far. The heat distribution is perfect. Highly recommend. ✨,Kitchen,meal prep containers,Positive
23d903fe-7147-47fb-84d1-a2bf5db28b6d,เสียใจที่ซื้อยางยืดออกกำลังกายนี้ ความสบายน่าผิดหวังมาก การจับถือน่าผิดหวังมาก จะส่งคืนสินค้า,ลบ,การออกกำลังกาย,ยางยืดออกกำลังกาย,clean,synthetic_amazon_like_subset,th,I regret buying this resistance bands. Comfort was a huge letdown. Grip was a huge letdown. Returning it.,Fitness,resistance bands,Negative
f21335a9-658b-45b5-933f-4c5a1c320d03,โลชั่นทาตัวนี้ไม่ได้ทำงานตามที่คาดหวัง ไม่พอใจกับบรรจุภัณฑ์ ไม่พอใจกับความคุ้มค่า จะส่งคืนสินค้า,ลบ,ความงาม,โลชั่นทาตัว,clean,synthetic_amazon_like_subset,th,This body lotion did not work as expected. Not happy with the packaging. Not happy with the value. Returning it.,Beauty,body lotion,Negative
8fffa6b1-a97e-4e47-947d-83099d1287b9,เสียใจที่ซื้อลำโพงบลูทูธนี้ ปัญหาเรื่องคุณภาพเสียงรับไม่ได้ การเชื่อมต่อแย่มาก ไม่แนะนำ การจัดส่งใช้เวลานานกว่าที่คาด 😒,ลบ,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,noisy,synthetic_amazon_like_subset,th,I regret buying this bluetooth speaker. The sound quality issues are unacceptable. The connection is terrible. Would not recommend. Delivery took longer than expected. 😒,Electronics,bluetooth speaker,Negative
fcc976f8-edb4-429e-9a82-5a049a87e75b,ฉันซื้อเชือกกระโดดนี้มาและมันใช้งานได้ดีมาก การจับถือดีมาก ความคุ้มค่าดีเกินคาด ขอแนะนำอย่างยิ่ง,บวก,การออกกำลังกาย,เชือกกระโดด,noisy,synthetic_amazon_like_subset,th,I bought this jump rope and it works great. The grip is great. Value exceeded my expectations. Highly recommend.,Fitness,jump rope,Positive
82141c02-6f47-4eb7-8c55-f8e742d360c3,เชือกกระโดดนี้คือสิ่งที่ฉันต้องการพอดี ความคุ้มค่าดีเกินคาด พอใจมากกับการพกพา ขอแนะนำอย่างยิ่ง ngl 👍,บวก,การออกกำลังกาย,เชือกกระโดด,noisy,synthetic_amazon_like_subset,th,This jump rope is exactly what I needed. Value exceeded my expectations. Really happy with the portability. Highly recommend. ngl 👍,Fitness,jump rope,Positive
779815f3-fda9-4e0d-8a7e-33b020ba789a,เขียงนี้คุ้มราคามาก พอใจมากกับการทำความสะอาด การป้องกันการรั่วซึมดีเกินคาด จะซื้อซ้ำอีก,บวก,ครัว,เขียง,clean,synthetic_amazon_like_subset,th,Great cutting board for the price. Really happy with the cleaning. Leak resistance exceeded my expectations. Would buy again.,Kitchen,cutting board,Positive
07a0e611-7812-44c6-a424-6b98a93268ee,ผิดหวังมากกับเสื่อโยคะนี้ ความทนทานน่าผิดหวังมาก ความสบายน่าผิดหวังมาก ไม่แนะนำ การจัดส่งรวดเร็ว,ลบ,การออกกำลังกาย,เสื่อโยคะ,clean,synthetic_amazon_like_subset,th,Very disappointed with this yoga mat. Durability was a huge letdown. Comfort was a huge letdown. Would not recommend. Shipping was fast.,Fitness,yoga mat,Negative
e9755d0a-fd64-4ad2-9c59-340b23f6ffbd,ฉันซื้อเบาะรองนั่งเก้าอี้สำนักงานนี้มาและมันใช้งานได้ดีมาก การออกแบบคุ้มค่า ความแข็งแรงแข็งแรงดี จะซื้อซ้ำอีก 😊,บวก,สำนักงาน,เบาะรองนั่งเก้าอี้สำนักงาน,noisy,synthetic_amazon_like_subset,th,I bought this office chair cushion and it works great. The design is worth it. The sturdiness is solid. Would buy again. 😊,Office,office chair cushion,Positive
70d140d8-5010-4ddc-be14-26122962f92a,เสื่อโยคะนี้คุ้มราคามาก ชอบความทนทานมากจนถึงตอนนี้ ความแม่นยำดีเกินคาด ขอแนะนำอย่างยิ่ง 😊,บวก,การออกกำลังกาย,เสื่อโยคะ,noisy,synthetic_amazon_like_subset,th,Great yoga mat for the price. Love the durability so far. Accuracy exceeded my expectations. Highly recommend. 😊,Fitness,yoga mat,Positive
d199d131-efb3-4974-93e1-a7950ea1fe10,กระทะเทฟลอนนี้คือสิ่งที่ฉันต้องการพอดี พอใจมากกับการทำความสะอาด ความคุ้มค่าสมบูรณ์แบบ จะซื้อซ้ำอีก,บวก,ครัว,กระทะเทฟลอน,clean,synthetic_amazon_like_subset,th,This nonstick pan is exactly what I needed. Really happy with the cleaning. The value is perfect. Would buy again.,Kitchen,nonstick pan,Positive
249c883e-a440-4c38-9a9c-366c3aceaf15,Very disappointed with this face moisturizer Value was a huge letdown Scent was a huge letdown Not worth the money 😒,ลบ,ความงาม,ครีมบำรุงผิวหน้า,noisy,synthetic_amazon_like_subset,th,Very disappointed with this face moisturizer Value was a huge letdown Scent was a huge letdown Not worth the money 😒,Beauty,face moisturizer,Negative
1520c77f-261a-4cc9-8ea3-d2d0b8588c87,คีย์บอร์ดนี้คือสิ่งที่ฉันต้องการพอดี ความสบายดีเกินคาด พอใจมากกับการเชื่อมต่อ จะซื้อซ้ำอีก,บวก,อิเล็กทรอนิกส์,คีย์บอร์ด,clean,synthetic_amazon_like_subset,th,This keyboard is exactly what I needed. Comfort exceeded my expectations. Really happy with the connection. Would buy again.,Electronics,keyboard,Positive
48a20ba8-9bd3-4d54-ad3c-2947eb0cbf61,ลำโพงบลูทูธนี้คือสิ่งที่ฉันต้องการพอดี ชอบการเชื่อมต่อมากจนถึงตอนนี้ คุณภาพเสียงยอดเยี่ยมมาก ขอแนะนำอย่างยิ่ง การจัดส่งรวดเร็ว,บวก,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,noisy,synthetic_amazon_like_subset,th,This bluetooth speaker is exactly what I needed. Love the connection so far. The sound quality is amazing. Highly recommend. Shipping was fast.,Electronics,bluetooth speaker,Positive
fe6a3e5a-15a7-4e68-bcb8-1f190c05bceb,เครื่องทำความชื้นนี้ไม่ได้ทำงานตามที่คาดหวัง ไม่พอใจกับระดับเสียงรบกวน ไม่พอใจกับการทำความสะอาด ไม่คุ้มเงิน 😒,ลบ,บ้าน,เครื่องทำความชื้น,noisy,synthetic_amazon_like_subset,th,This humidifier did not work as expected. Not happy with the noise level. Not happy with the cleaning. Not worth the money. 😒,Home,humidifier,Negative
2bc4368c-840b-4d77-b000-dddfcc7753df,ฉันซื้อเซรั่มนี้มาและมันใช้งานได้ดีมาก พอใจมากกับเนื้อสัมผัส พอใจมากกับผลลัพธ์ ขอแนะนำอย่างยิ่ง ngl 😊,บวก,ความงาม,เซรั่ม,noisy,synthetic_amazon_like_subset,th,I bought this serum and it works great. Really happy with the texture. Really happy with the results. Highly recommend. ngl 😊,Beauty,serum,Positive
a137c6e2-4578-4b6e-9ba4-222e4e7a3959,เสื่อโยคะนี้คือสิ่งที่ฉันต้องการพอดี ชอบความสบายมากจนถึงตอนนี้ ความคุ้มค่าเชื่อถือได้ คุ้มค่าโดยรวม บรรจุภัณฑ์เรียบร้อยดี,บวก,การออกกำลังกาย,เสื่อโยคะ,clean,synthetic_amazon_like_subset,th,This yoga mat is exactly what I needed. Love the comfort so far. The value is reliable. Good value overall. Packaging was fine.,Fitness,yoga mat,Positive
81e3a3c3-9306-4a40-b7a3-075195933561,ผิดหวังมากกับนาฬิกาอัจฉริยะนี้ ความสบายน่าผิดหวังมาก อายุการใช้งานแบตเตอรี่น่าผิดหวังมาก ไม่แนะนำ 😒,ลบ,อิเล็กทรอนิกส์,นาฬิกาอัจฉริยะ,noisy,synthetic_amazon_like_subset,th,Very disappointed with this smart watch. Comfort was a huge letdown. Battery life was a huge letdown. Would not recommend. 😒,Electronics,smart watch,Negative
3b75485d-aff7-45d6-98d8-3b611436779b,ผิดหวังมากกับหม้อทอดไร้น้ำมันนี้ ปัญหาเรื่องการออกแบบรับไม่ได้ ความง่ายในการใช้งานน่าผิดหวังมาก ไม่คุ้มเงิน,ลบ,บ้าน,หม้อทอดไร้น้ำมัน,noisy,synthetic_amazon_like_subset,th,Very disappointed with this air fryer. The design issues are unacceptable. Ease of use was a huge letdown. Not worth the money.,Home,air fryer,Negative
cb23517d-bec3-40a6-bf3f-e6923c8a6286,แพลนเนอร์นี้คือสิ่งที่ฉันต้องการพอดี ประโยชน์ใช้สอยดีเกินคาด ชอบการออกแบบมากจนถึงตอนนี้ ขอแนะนำอย่างยิ่ง การจัดส่งใช้เวลานานกว่าที่คาด 👍,บวก,สำนักงาน,แพลนเนอร์,noisy,synthetic_amazon_like_subset,th,This planner is exactly what I needed. Usefulness exceeded my expectations. Love the design so far. Highly recommend. Delivery took longer than expected. 👍,Office,planner,Positive
af971440-18a4-4a01-b5ab-00cfa2322178,ยางยืดออกกำลังกายนี้คือสิ่งที่ฉันต้องการพอดี พอใจมากกับความคุ้มค่า ความสบายเชื่อถือได้ จะซื้อซ้ำอีก,บวก,การออกกำลังกาย,ยางยืดออกกำลังกาย,clean,synthetic_amazon_like_subset,th,This resistance bands is exactly what I needed. Really happy with the value. The comfort is reliable. Would buy again.,Fitness,resistance bands,Positive
232356e9-19b0-470c-9e86-22524bbacd5a,เสียใจที่ซื้อแพลนเนอร์นี้ ปัญหาเรื่องความแข็งแรงรับไม่ได้ ไม่พอใจกับความคุ้มค่า จะส่งคืนสินค้า กล่องเสียหายแต่สินค้าโอเค,ลบ,สำนักงาน,แพลนเนอร์,clean,synthetic_amazon_like_subset,th,I regret buying this planner. The sturdiness issues are unacceptable. Not happy with the value. Returning it. Box was damaged but the item was okay.,Office,planner,Negative
