review_id,text,label,category,product_type,version,source,language
df2fdcf7-b9b1-45e5-a8b0-96d449211647,This office chair cushion did not work as expected. Value was a huge letdown. Not happy with the sturdiness. Returning it.,Negative,Office,office chair cushion,clean,synthetic_amazon_like_subset,en
3f509172-8ddd-4a05-a3b1-d566f287ca5e,I bought this vacuum cleaner and it works great. Love the noise level so far. Design exceeded my expectations. Highly recommend.,Positive,Home,vacuum cleaner,clean,synthetic_amazon_like_subset,en
249c7ae1-026d-47ff-baeb-8a1335fa3e75,Great sunscreen for the price. Really happy with the skin feel. Texture exceeded my expectations. Would buy again.,Positive,Beauty,sunscreen,clean,synthetic_amazon_like_subset,en
fc7c13b5-bd75-406d-9e5c-a16a681e5eae,This dumbbells is exactly what I needed. Really happy with the durability. Value exceeded my expectations. Would buy again. Shipping was fast.,Positive,Fitness,dumbbells,clean,synthetic_amazon_like_subset,en
4feef731-84fe-4776-91d2-b7a8c7425ae8,Very disappointed with this keyboard. Not happy with the comfort. Battery life was a huge letdown. Returning it.,Negative,Electronics,keyboard,noisy,synthetic_amazon_like_subset,en
8e2725c2-ebf0-49ad-ae15-4e7c5b5dba35,This coffee maker did not work as expected. The design is not worth it. Not happy with the cleaning. Returning it. Delivery took longer than expected.,Negative,Home,coffee maker,clean,synthetic_amazon_like_subset,en
c008dd0c-4a53-4e34-b4df-828b374324c3,I bought this nonstick pan and it works great. Love the value so far. The cleaning is amazing. Good value overall.,Positive,Kitchen,nonstick pan,clean,synthetic_amazon_like_subset,en
27cb5cfd-65db-49b9-9a68-d5e20c622c1c,Very disappointed with this wireless earbuds. Comfort was a huge letdown. The build quality issues are unacceptable. Not worth the money.,Negative,Electronics,wireless earbuds,clean,synthetic_amazon_like_subset,en
f569b2ee-d9a1-4f61-aca4-6a8f6b56a68d,Great standing desk converter for the price. Usefulness exceeded my expectations. Love the quality so far. Would buy again. 😊,Positive,Office,standing desk converter,noisy,synthetic_amazon_like_subset,en
d5b5f2e2-13cd-45f2-8ef9-9798f52c6cfc,I regret buying this serum. Value was a huge letdown. The scent issues are unacceptable. Would not recommend.,Negative,Beauty,serum,clean,synthetic_amazon_like_subset,en
2679ada5-f880-4044-a6b9-7bdbe5fe0cb8,This resistance bands is exactly what I needed. Really happy with the grip. Really happy with the comfort. Good value overall.,Positive,Fitness,resistance bands,clean,synthetic_amazon_like_subset,en
7b909f95-80a6-4bb3-87db-8ca6bccc81be,This meal prep containers did not work as expected. The leak resistance issues are unacceptable. Not happy with the sharpness. Would not recommend.,Negative,Kitchen,meal prep containers,clean,synthetic_amazon_like_subset,en
59f05f22-3b88-4d91-9576-f329e6f43112,I bought this humidifier and it works great. Love the cleaning so far. Really happy with the design. Would buy again. Delivery took longer than expected.,Positive,Home,humidifier,clean,synthetic_amazon_like_subset,en
2244405f-c126-4d67-96a6-d26612392c1f,I regret buying this monitor stand. The usefulness issues are unacceptable. The quality is terrible. Returning it. honestly,Negative,Office,monitor stand,noisy,synthetic_amazon_like_subset,en
6c901e20-3332-4c6c-9e59-0dd3fde86c6a,This monitor stand did not work as expected. Value was a huge letdown. Not happy with the sturdiness. Returning it. meh,Negative,Office,monitor stand,noisy,synthetic_amazon_like_subset,en
dbc97b13-d944-4521-b122-7cd985941cad,I bought this keyboard and it works great. Love the battery life so far. The connection is worth it. Good value overall.,Positive,Electronics,keyboard,clean,synthetic_amazon_like_subset,en
9809aed0-933c-40d9-9ec8-8f5a4db21098,Very disappointed with this cutting board. Not happy with the heat distribution. The cleaning issues are unacceptable. Would not recommend.,Negative,Kitchen,cutting board,clean,synthetic_amazon_like_subset,en
cd0cdb09-5c48-49ad-ac5c-d2d22db298a4,I regret buying this nonstick pan. Cleaning was a huge letdown. Not happy with the heat distribution. Would not recommend.,Negative,Kitchen,nonstick pan,clean,synthetic_amazon_like_subset,en
2d87f996-6ba7-4fd4-a1db-597b9817a770,Great fitness tracker for the price. Accuracy exceeded my expectations. The comfort is excellent. Highly recommend. ngl,Positive,Fitness,fitness tracker,noisy,synthetic_amazon_like_subset,en
07c20541-37f7-42a4-a60d-bc77df6f2303,I bought this storage bins and it works great Really happy with the design Noise level exceeded my expectations Highly recommend,Positive,Home,storage bins,noisy,synthetic_amazon_like_subset,en
24bdc453-8d87-456a-8476-219f8f456f1b,Great keyboard for the price. Build qualty exceeded my expectations. Really happy with the charging speed. Highly recommend. Packaging was fine.,Positive,Electronics,keyboard,noisy,synthetic_amazon_like_subset,en
bac2c0e1-b688-43cf-aed3-218d133da3a0,This serum did not work as expected. The packaging issues are unacceptable. Results was a huge letdown. Not worth the money.,Negative,Beauty,serum,clean,synthetic_amazon_like_subset,en
47e2256e-d137-4516-9161-3bf1f191ae03,Great smart watch for the price. Really happy with the battery life. Love the build quality so far. Good value overall. Arrived earlier than expected. ngl,Positive,Electronics,smart watch,noisy,synthetic_amazon_like_subset,en
07af871a-d44d-4cea-8edc-88f5e8e220a7,This standing desk converter is exactly what I needed. Really happy with the quality. Value exceeded my expectations. Would buy again. Shipping was fast.,Positive,Office,standing desk converter,clean,synthetic_amazon_like_subset,en
d8d1714a-8243-4ee6-8d91-f3c7caebb075,I regret buying this cutting board. Durability was a huge letdown. The sharpness issues are unacceptable. Returning it.,Negative,Kitchen,cutting board,clean,synthetic_amazon_like_subset,en
3862c3f4-5540-4b84-9a94-ab4c87d59c49,I regret buying this standing desk converter. The usefulness issues are unacceptable. The quality is poor. Not worth the money. 😤,Negative,Office,standing desk converter,noisy,synthetic_amazon_like_subset,en
fc9b4746-e068-42ea-9826-36ce29de0116,Great notebook for the price. Design exceeded my expectations. Value exceeded my expectations. Good value overall. 👍,Positive,Office,notebook,noisy,synthetic_amazon_like_subset,en
2511592c-018b-42c7-ad1e-8144568466a0,I bought this humidifier and it works great. Ease of use exceeded my expectations. Love the design so far. Would buy again.,Positive,Home,humidifier,clean,synthetic_amazon_like_subset,en
8a82ccf1-dca3-4e92-808a-97c935453f3f,I bought this resistance bands and it works great. Love the grip so far. Accuracy exceeded my expectations. Good value overall.,Positive,Fitness,resistance bands,clean,synthetic_amazon_like_subset,en
99092243-c087-4dda-ba6d-f8a3b64e2d25,I bought this bluetooth speaker and it works great. Build quality exceeded my expectations. Connection exceeded my expectations. Good value overall.,Positive,Electronics,bluetooth speaker,noisy,synthetic_amazon_like_subset,en
bf083e53-69bc-4226-a107-7b1e766098d0,Great meal prep containers for the price. Love the durability so far. The heat distribution is perfect. Highly recommend. ✨,Positive,Kitchen,meal prep containers,noisy,synthetic_amazon_like_subset,en
23d903fe-7147-47fb-84d1-a2bf5db28b6d,I regret buying this resistance bands. Comfort was a huge letdown. Grip was a huge letdown. Returning it.,Negative,Fitness,resistance bands,clean,synthetic_amazon_like_subset,en
f21335a9-658b-45b5-933f-4c5a1c320d03,This body lotion did not work as expected. Not happy with the packaging. Not happy with the value. Returning it.,Negative,Beauty,body lotion,clean,synthetic_amazon_like_subset,en
8fffa6b1-a97e-4e47-947d-83099d1287b9,I regret buying this bluetooth speaker. The sound quality issues are unacceptable. The connection is terrible. Would not recommend. Delivery took longer than expected. 😒,Negative,Electronics,bluetooth speaker,noisy,synthetic_amazon_like_subset,en
fcc976f8-edb4-429e-9a82-5a049a87e75b,I bought this jump rope and it works great. The grip is great. Value exceeded my expectations. Highly recommend.,Positive,Fitness,jump rope,noisy,synthetic_amazon_like_subset,en
82141c02-6f47-4eb7-8c55-f8e742d360c3,This jump rope is exactly what I needed. Value exceeded my expectations. Really happy with the portability. Highly recommend. ngl 👍,Positive,Fitness,jump rope,noisy,synthetic_amazon_like_subset,en
779815f3-fda9-4e0d-8a7e-33b020ba789a,Great cutting board for the price. Really happy with the cleaning. Leak resistance exceeded my expectations. Would buy again.,Positive,Kitchen,cutting board,clean,synthetic_amazon_like_subset,en
07a0e611-7812-44c6-a424-6b98a93268ee,Very disappointed with this yoga mat. Durability was a huge letdown. Comfort was a huge letdown. Would not recommend. Shipping was fast.,Negative,Fitness,yoga mat,clean,synthetic_amazon_like_subset,en
e9755d0a-fd64-4ad2-9c59-340b23f6ffbd,I bought this office chair cushion and it works great. The design is worth it. The sturdiness is solid. Would buy again. 😊,Positive,Office,office chair cushion,noisy,synthetic_amazon_like_subset,en
70d140d8-5010-4ddc-be14-26122962f92a,Great yoga mat for the price. Love the durability so far. Accuracy exceeded my expectations. Highly recommend. 😊,Positive,Fitness,yoga mat,noisy,synthetic_amazon_like_subset,en
d199d131-efb3-4974-93e1-a7950ea1fe10,This nonstick pan is exactly what I needed. Really happy with the cleaning. The value is perfect. Would buy again.,Positive,Kitchen,nonstick pan,clean,synthetic_amazon_like_subset,en
249c883e-a440-4c38-9a9c-366c3aceaf15,Very disappointed with this face moisturizer Value was a huge letdown Scent was a huge letdown Not worth the money 😒,Negative,Beauty,face moisturizer,noisy,synthetic_amazon_like_subset,en
1520c77f-261a-4cc9-8ea3-d2d0b8588c87,This keyboard is exactly what I needed. Comfort exceeded my expectations. Really happy with the connection. Would buy again.,Positive,Electronics,keyboard,clean,synthetic_amazon_like_subset,en
48a20ba8-9bd3-4d54-ad3c-2947eb0cbf61,This bluetooth speaker is exactly what I needed. Love the connection so far. The sound quality is amazing. Highly recommend. Shipping was fast.,Positive,Electronics,bluetooth speaker,noisy,synthetic_amazon_like_subset,en
fe6a3e5a-15a7-4e68-bcb8-1f190c05bceb,This humidifier did not work as expected. Not happy with the noise level. Not happy with the cleaning. Not worth the money. 😒,Negative,Home,humidifier,noisy,synthetic_amazon_like_subset,en
2bc4368c-840b-4d77-b000-dddfcc7753df,I bought this serum and it works great. Really happy with the texture. Really happy with the results. Highly recommend. ngl 😊,Positive,Beauty,serum,noisy,synthetic_amazon_like_subset,en
a137c6e2-4578-4b6e-9ba4-222e4e7a3959,This yoga mat is exactly what I needed. Love the comfort so far. The value is reliable. Good value overall. Packaging was fine.,Positive,Fitness,yoga mat,clean,synthetic_amazon_like_subset,en
81e3a3c3-9306-4a40-b7a3-075195933561,Very disappointed with this smart watch. Comfort was a huge letdown. Battery life was a huge letdown. Would not recommend. 😒,Negative,Electronics,smart watch,noisy,synthetic_amazon_like_subset,en
3b75485d-aff7-45d6-98d8-3b611436779b,Very disappointed with this air fryer. The design issues are unacceptable. Ease of use was a huge letdown. Not worth the money.,Negative,Home,air fryer,noisy,synthetic_amazon_like_subset,en
cb23517d-bec3-40a6-bf3f-e6923c8a6286,This planner is exactly what I needed. Usefulness exceeded my expectations. Love the design so far. Highly recommend. Delivery took longer than expected. 👍,Positive,Office,planner,noisy,synthetic_amazon_like_subset,en
af971440-18a4-4a01-b5ab-00cfa2322178,This resistance bands is exactly what I needed. Really happy with the value. The comfort is reliable. Would buy again.,Positive,Fitness,resistance bands,clean,synthetic_amazon_like_subset,en
232356e9-19b0-470c-9e86-22524bbacd5a,I regret buying this planner. The sturdiness issues are unacceptable. Not happy with the value. Returning it. Box was damaged but the item was okay.,Negative,Office,planner,clean,synthetic_amazon_like_subset,en
a52bcc3b-fd42-4c18-ba58-a2026137bbcd,I regret buying this storage bins. The performance is poor. The noise level is unreliable. Returning it. Shipping was fast.,Negative,Home,storage bins,clean,synthetic_amazon_like_subset,en
158daab7-6e6c-4485-b532-84bb5ea94702,I regret buying this sunscreen. The skin feel issues are unacceptable. Value was a huge letdown. Not worth the money. meh,Negative,Beauty,sunscreen,noisy,synthetic_amazon_like_subset,en
43372180-6e5e-4240-8a8c-f0f116ca98c5,I regret buying this fitness tracker. Portability was a huge letdown. Not happy with the value. Returning it.,Negative,Fitness,fitness tracker,noisy,synthetic_amazon_like_subset,en
244c0f70-ece5-41ed-950c-97dc42e78c97,This coffee maker is exactly what I needed. Really happy with the durability. Design exceeded my expectations. Highly recommend. 👍,Positive,Home,coffee maker,noisy,synthetic_amazon_like_subset,en
e5f63cb9-7b0d-450a-adc8-a117efe85bd5,Very disappointed with this knife set. Not happy with the leak resistance. The heat distribution is poor. Would not recommend. meh 😤,Negative,Kitchen,knife set,noisy,synthetic_amazon_like_subset,en
11de00a0-ccee-47c2-95b8-c68dfdb290fc,This shampoo did not work as expected. The results is poor. Not happy with the scent. Would not recommend.,Negative,Beauty,shampoo,clean,synthetic_amazon_like_subset,en
9eeea24c-b54b-471e-8f17-6d685e6de446,This office chair cushion is exactly what I needed. Love the sturdiness so far. Quality exceeded my expectations. Would buy again.,Positive,Office,office chair cushion,noisy,synthetic_amazon_like_subset,en
2432e3a7-436f-4fa3-8976-95a9f86a5320,Great wireless earbuds for the price. Build quality exceeded my expectations. The connection is perfect. Would buy again. ✨,Positive,Electronics,wireless earbuds,noisy,synthetic_amazon_like_subset,en
13132b31-0508-4749-b5fd-f19a0b4b859f,I regret buying this water filter. The heat distribution issues are unacceptable. Durability was a huge letdown. Not worth the money.,Negative,Kitchen,water filter,clean,synthetic_amazon_like_subset,en
1a5f0351-4974-4144-976d-a16bca981795,I regret buying this monitor stand. The value issues are unacceptable. Quality was a huge letdown. Would not recommend.,Negative,Office,monitor stand,clean,synthetic_amazon_like_subset,en
d6f4618a-9bff-4542-9bf3-137322709352,Very disappointed with this nonstick pan. The heat distribution issues are unacceptable. Not happy with the leak resistance. Would not recommend.,Negative,Kitchen,nonstick pan,clean,synthetic_amazon_like_subset,en
b939920a-fb82-4cc6-b34f-f6afeb5a0100,This dumbbells is exactly what I needed. Really happy with the durability. The accuracy is amazing. Good value overall. Shipping was fast.,Positive,Fitness,dumbbells,noisy,synthetic_amazon_like_subset,en
fd7bc5f6-6649-4c08-adb2-25ecd8262176,Great meal prep containers for the price. Really happy with the leak resistance. Really happy with the heat distribution. Highly recommend.,Positive,Kitchen,meal prep containers,clean,synthetic_amazon_like_subset,en
1bf0819e-3afe-44eb-8130-399a6307d0c7,This vacuum cleaner did not work as expected. The ease of use issues are unacceptable. The durability issues are unacceptable. Not worth the money.,Negative,Home,vacuum cleaner,noisy,synthetic_amazon_like_subset,en
8019af75-b354-4eec-9406-b69b99e2a603,I regret buying this monitor stand. The value issues are unacceptable. Not happy with the comfort. Not worth the money. Box was damaged but the item was okay. lol,Negative,Office,monitor stand,noisy,synthetic_amazon_like_subset,en
dd61f358-ca0c-4839-b11b-16eb1a5fb712,Very disappointed with this lip balm. Not happy with the texture. The skin feel issues are unacceptable. Not worth the money. honestly,Negative,Beauty,lip balm,noisy,synthetic_amazon_like_subset,en
68e5ee8f-c5dd-4ade-8538-e9fb704a47c0,Very disappointed with this coffee maker. The performance is cheap. The noise level is disappointing. Returning it. Box was damaged but the item was okay.,Negative,Home,coffee maker,clean,synthetic_amazon_like_subset,en
e21d6d9e-b331-4278-9744-9bd9c26c30b2,Great planner for the price. Really happy with the quality. Really happy with the usefulness. Highly recommend.,Positive,Office,planner,clean,synthetic_amazon_like_subset,en
433234cf-67e2-43f2-bd70-26ea4930622e,I bought this water bottle and it works great. The value is amazing. The grip is reliable. Highly recommend.,Positive,Fitness,water bottle,clean,synthetic_amazon_like_subset,en
0452266c-9fbe-4d1d-ab36-999ad44b883c,Great yoga mat for the price. Love the grip so far. The portability is perfect. Would buy again. 😊,Positive,Fitness,yoga mat,noisy,synthetic_amazon_like_subset,en
104c1e7d-80b8-4c5d-a6da-81b8538b7b4e,This water filter is exactly what I needed. Sharpness exceeded my expectations. The heat distribution is excellent. Good value overall.,Positive,Kitchen,water filter,clean,synthetic_amazon_like_subset,en
73cfd16b-9ea8-4943-a3ff-5b09db5bad02,I regret buying this pen set. Usefulness was a huge letdown. Sturdiness was a huge letdown. Returning it. lol 🙄,Negative,Office,pen set,noisy,synthetic_amazon_like_subset,en
60a5e111-9755-4413-b751-cd42b016d255,Very disappointed with this nonstick pan. The durability issues are unacceptable. The sharpness issues are unacceptable. Returning it.,Negative,Kitchen,nonstick pan,clean,synthetic_amazon_like_subset,en
1801f9ed-d45c-4e49-8d58-18b97ec01bac,This face moisturizer is exactly what I needed. Love the packaging so far. Really happy with the value. Would buy again. Box was damaged but the item was okay.,Positive,Beauty,face moisturizer,clean,synthetic_amazon_like_subset,en
d111823a-73ce-4393-bc74-c73e391fb8ab,This mouse did not work as expected. Sound quality was a huge letdown. Not happy with the charging speed. Returning it. lol 😤,Negative,Electronics,mouse,noisy,synthetic_amazon_like_subset,en
3c55573a-1c6e-4dbb-9a99-d89bc5ac3e04,This bluetooth speaker is exactly what I needed. Love the sound quality so far. Really happy with the build quality. Good value overall.,Positive,Electronics,bluetooth speaker,noisy,synthetic_amazon_like_subset,en
e6e57337-8e14-4c7d-af0e-e97b30392314,Very disappointed with this standing desk converter. Not happy with the sturdiness. Design was a huge letdown. Returning it.,Negative,Office,standing desk converter,clean,synthetic_amazon_like_subset,en
dee06a8a-3fa9-49ed-9abf-22165ddbc6ff,I bought this planner and it works great. Usefulness exceeded my expectations. Quality exceeded my expectations. Highly recommend.,Positive,Office,planner,clean,synthetic_amazon_like_subset,en
e3f100bc-acae-45d5-bf54-94a47fe811e5,I bought this face moisturizer and it works great. The packaging is worth it. The results is amazing. Would buy again.,Positive,Beauty,face moisturizer,noisy,synthetic_amazon_like_subset,en
cfe2a4b0-9049-4ac2-b4b2-ce99f4b03b43,I bought this face moisturizer and it works great. The scent is amazing. Love the packaging so far. Good value overall. Shipping was fast.,Positive,Beauty,face moisturizer,clean,synthetic_amazon_like_subset,en
4431a86b-8c29-498b-8027-e1911d6d0e5a,I regret buying this notebook. The design is unreliable. Not happy with the usefulness. Returning it.,Negative,Office,notebook,clean,synthetic_amazon_like_subset,en
0376316b-69be-4a30-a75b-56dbd6e10822,I bought this face moisturizer and it works great Really happy with the texture Results exceeded my expectations Would buy again honestly,Positive,Beauty,face moisturizer,noisy,synthetic_amazon_like_subset,en
e52c2435-21bf-4e6c-b66f-2a3e6cbb88ed,I bought this resistance bands and it works great Comfort exceeded my expectations Accuracy exceeded my expectations Good value overall,Positive,Fitness,resistance bands,noisy,synthetic_amazon_like_subset,en
61c707b8-ca35-4393-8aae-74bec10d19b8,Very disappointed with this cutting board. The sharpness issues are unacceptable. Not happy with the cleaning. Would not recommend.,Negative,Kitchen,cutting board,clean,synthetic_amazon_like_subset,en
b6c3c539-06a9-4e54-aaf0-2076a56409d8,This lip balm did not work as expected. Skin feel was a huge letdown. The scent issues are unacceptable. Returning it.,Negative,Beauty,lip balm,noisy,synthetic_amazon_like_subset,en
fdb3c2a8-0a43-457d-a82d-0193b49b5d13,Great knife set for the price. Really happy with the leak resistance. Really happy with the durability. Highly recommend.,Positive,Kitchen,knife set,clean,synthetic_amazon_like_subset,en
fed6df6c-20fd-4417-8d6b-98e5bddb545f,This office chair cushion is exactly what I needed. Really happy with the usefulness. Love the sturdiness so far. Good value overall. tbh,Positive,Office,office chair cushion,noisy,synthetic_amazon_like_subset,en
85f20c14-fde2-45f8-ac87-37b62b54cfce,I bought this water bottle and it works great. The accuracy is solid. Really happy with the comfort. Highly recommend. ✨,Positive,Fitness,water bottle,noisy,synthetic_amazon_like_subset,en
80456736-2a84-468b-af2d-4a02e4350057,I bought this jump rope and it works great. Really happy with the durability. The comfort is reliable. Good value overall. Delivery took longer than expected.,Positive,Fitness,jump rope,clean,synthetic_amazon_like_subset,en
6316feb5-7f8b-4eeb-877a-82c9d249c81b,This shampoo did not work as expected. Results was a huge letdown. The scent issues are unacceptable. Would not recommend.,Negative,Beauty,shampoo,noisy,synthetic_amazon_like_subset,en
23c95d3d-79da-4861-b532-6bb0f081d424,I regret buying this desk lamp. The cleaning is disappointing. The ease of use issues are unacceptable. Would not recommend. Box was damaged but the item was okay.,Negative,Home,desk lamp,clean,synthetic_amazon_like_subset,en
6fdee7bb-929b-4f1c-a482-94968cba57e2,This blender did not work as expected. The cleaning issues are unacceptable. Durability was a huge letdown. Would not recommend. 😒,Negative,Kitchen,blender,noisy,synthetic_amazon_like_subset,en
9ecfe018-0bea-416b-bf23-70737486219b,This water filter is exactly what I needed. Really happy with the sharpness. Love the durability so far. Good value overall. Box was damaged but the item was okay.,Positive,Kitchen,water filter,clean,synthetic_amazon_like_subset,en
55ab6608-0df3-4408-a6fe-8e0961fb140c,Great meal prep containers for the price. Sharpness exceeded my expectations. Love the durability so far. Highly recommend. 😊,Positive,Kitchen,meal prep containers,noisy,synthetic_amazon_like_subset,en
4b336864-0873-4bde-a4ed-3b45c3cbef04,I bought this monitor stand and it works great. Really happy with the design. Sturdiness exceeded my expectations. Good value overall. 😊,Positive,Office,monitor stand,noisy,synthetic_amazon_like_subset,en
b8751953-14f8-4960-95ef-56114c6fe6be,I regret buying this sunscreen. The scent issues are unacceptable. Not happy with the value. Would not recommend. 🙄,Negative,Beauty,sunscreen,noisy,synthetic_amazon_like_subset,en
29ef0c60-5d7a-4376-bac2-14c886461182,Very disappointed with this dumbbells. Not happy with the grip. The accuracy is not worth it. Would not recommend. Box was damaged but the item was okay.,Negative,Fitness,dumbbells,noisy,synthetic_amazon_like_subset,en
eed5662d-a9db-4444-aae5-f5edc8fc35d8,I regret buying this meal prep containers. The cleaning is frustrating. The value issues are unacceptable. Not worth the money.,Negative,Kitchen,meal prep containers,noisy,synthetic_amazon_like_subset,en
158b4c2f-fbcd-441d-8b00-57f11aad6973,I regret buying this water filter. The leak resistance issues are unacceptable. Not happy with the value. Would not recommend.,Negative,Kitchen,water filter,clean,synthetic_amazon_like_subset,en
4d25228b-50ed-4b78-aae9-7d605d30ab06,I bought this desk lamp and it works great. The design is excellent. The performance is impressive. Good value overall.,Positive,Home,desk lamp,clean,synthetic_amazon_like_subset,en
0c769a35-6302-4ec5-91ee-658c9c7bef5b,I bought this face moisturizer and it works great. Really happy with the scent. The value is excellent. Good value overall.,Positive,Beauty,face moisturizer,clean,synthetic_amazon_like_subset,en
15a38360-1d0e-4578-9f9e-ab992c69fef9,Great mouse for the price. Love the sound quality so far. Love the build quality so far. Good value overall.,Positive,Electronics,mouse,clean,synthetic_amazon_like_subset,en
4ac7a572-d880-4245-a5d5-12562aa52c32,I regret buying this shampoo. Skin feel was a huge letdown. The value issues are unacceptable. Returning it. Delivery took longer than expected.,Negative,Beauty,shampoo,clean,synthetic_amazon_like_subset,en
11980a16-c11b-4daa-afff-4f5a1beac4d2,This humidifier is exactly what I needed. The cleaning is reliable. The performance is great. Highly recommend. lol,Positive,Home,humidifier,noisy,synthetic_amazon_like_subset,en
e8abac06-820f-48ad-9d6f-67099e2f51a1,This monitor stand did not work as expected. Not happy with the usefulness. The value issues are unacceptable. Would not recommend.,Negative,Office,monitor stand,clean,synthetic_amazon_like_subset,en
3cb4e07f-fb63-4f9f-b5ed-2dc7d6409566,I regret buying this sunscreen. Value was a huge letdown. The results is not worth it. Not worth the money. Delivery took longer than expected. meh 😒,Negative,Beauty,sunscreen,noisy,synthetic_amazon_like_subset,en
a6813257-34a1-4a00-9b72-c6d6da4217fd,I bought this lip balm and it works great. The scent is solid. The skin feel is amazing. Good value overall.,Positive,Beauty,lip balm,noisy,synthetic_amazon_like_subset,en
e6e60e1e-1aaf-493c-bd70-7ec0dcc82b7e,This resistance bands did not work as expected. The comfort issues are unacceptable. Not happy with the durability. Not worth the money.,Negative,Fitness,resistance bands,clean,synthetic_amazon_like_subset,en
5574ce0b-505a-4534-a549-70cf026756f1,I regret buying this pen set Not happy with the value The sturdiness is poor Would not recommend Packaging was fine,Negative,Office,pen set,noisy,synthetic_amazon_like_subset,en
7b1bbca4-00e6-4466-8a70-3af6c9e3dbe3,I regret buying this pen set. Not happy with the sturdiness. Not happy with the comfort. Not worth the money. 😒,Negative,Office,pen set,noisy,synthetic_amazon_like_subset,en
3806d94c-6918-42f2-b262-77d059310767,Great pen set for the price. Love the design so far. Comfort exceeded my expectations. Highly recommend.,Positive,Office,pen set,noisy,synthetic_amazon_like_subset,en
5a4da4af-5c0f-45a9-acfc-844b61485477,I bought this smart watch and it works great Battery life exceeded my expectations Love the comfort so far Would buy again,Positive,Electronics,smart watch,noisy,synthetic_amazon_like_subset,en
e1036eb3-5e39-4f81-9aa7-4d12817bc989,This storage bins is exactly what I needed. Durability exceeded my expectations. The design is impressive. Would buy again.,Positive,Home,storage bins,clean,synthetic_amazon_like_subset,en
19c914aa-6558-4ad9-ae8b-70ed3e913b84,This standing desk converter did not work as expected. Sturdiness was a huge letdown. Not happy with the value. Would not recommend.,Negative,Office,standing desk converter,noisy,synthetic_amazon_like_subset,en
d895065f-1d92-4fb3-8275-03b89a0ca580,I bought this resistance bands and it works great. The comfort is solid. The value is perfect. Highly recommend.,Positive,Fitness,resistance bands,clean,synthetic_amazon_like_subset,en
32939bf6-41e6-4942-9536-bbe7a2c5d7c1,I bought this vacuum cleaner and it works great. Really happy with the noise level. Really happy with the ease of use. Highly recommend. Delivery took longer than expected. meh 👍,Positive,Home,vacuum cleaner,noisy,synthetic_amazon_like_subset,en
227a4361-5795-48e4-b6a1-61eecb9568d1,This desk lamp is exactly what I needed. Ease of use exceeded my expectations. The performance is solid. Highly recommend. Arrived earlier than expected. meh,Positive,Home,desk lamp,noisy,synthetic_amazon_like_subset,en
34f56015-8771-4a51-9adf-4c929091a91b,Very disappointed with this planner. Not happy with the quality. The comfort issues are unacceptable. Returning it.,Negative,Office,planner,clean,synthetic_amazon_like_subset,en
e45197fc-e794-4692-827f-2d3eb9496d51,I bought this pen set and it works great. Love the sturdiness so far. Love the comfort so far. Highly recommend. ✨,Positive,Office,pen set,noisy,synthetic_amazon_like_subset,en
f3d05bd8-7453-4196-a14a-88412038fbae,This air fryer is exactly what I needed. The noise level is excellent. Cleaning exceeded my expectations. Highly recommend.,Positive,Home,air fryer,noisy,synthetic_amazon_like_subset,en
7616a011-5812-41ad-934e-9bb9d6d9e789,I bought this knife set and it works great. Love the cleaning so far. Really happy with the leak resistance. Would buy again.,Positive,Kitchen,knife set,clean,synthetic_amazon_like_subset,en
